 Convergence        Position           [CO2]            [H+]         [HCO3-]         [CO3-2]           [OH-]            [K+]           Phi_2           Phi_1     RDE_Current
           T     5.45000E+01     1.43965E-04     4.20820E-10     3.04902E-01     1.34916E-01     4.32418E-05     5.74777E-01    -3.57891E-03    -1.26400E+00    -2.90048E+01
           T     5.55000E+01     1.54447E-04     4.42375E-10     3.11163E-01     1.30978E-01     4.11348E-05     5.73159E-01    -3.50654E-03    -1.26400E+00    -2.90048E+01
           T     5.65000E+01     1.65751E-04     4.65355E-10     3.17446E-01     1.27024E-01     3.91035E-05     5.71533E-01    -3.43359E-03    -1.26400E+00    -2.90048E+01
           T     5.75000E+01     1.77961E-04     4.89907E-10     3.23752E-01     1.23055E-01     3.71438E-05     5.69899E-01    -3.36006E-03    -1.26400E+00    -2.90048E+01
           T     5.85000E+01     1.91177E-04     5.16197E-10     3.30080E-01     1.19070E-01     3.52521E-05     5.68256E-01    -3.28593E-03    -1.26400E+00    -2.90048E+01
           T     5.95000E+01     2.05508E-04     5.44417E-10     3.36431E-01     1.15070E-01     3.34247E-05     5.66605E-01    -3.21120E-03    -1.26400E+00    -2.90048E+01
           T     6.05000E+01     2.21083E-04     5.74790E-10     3.42804E-01     1.11055E-01     3.16585E-05     5.64945E-01    -3.13585E-03    -1.26400E+00    -2.90048E+01
           T     6.15000E+01     2.38051E-04     6.07570E-10     3.49200E-01     1.07023E-01     2.99505E-05     5.63276E-01    -3.05988E-03    -1.26400E+00    -2.90048E+01
           T     6.25000E+01     2.56585E-04     6.43055E-10     3.55618E-01     1.02976E-01     2.82977E-05     5.61598E-01    -2.98326E-03    -1.26400E+00    -2.90048E+01
           T     6.35000E+01     2.76888E-04     6.81594E-10     3.62058E-01     9.89127E-02     2.66977E-05     5.59910E-01    -2.90599E-03    -1.26400E+00    -2.90048E+01
           T     6.45000E+01     2.99198E-04     7.23598E-10     3.68520E-01     9.48340E-02     2.51480E-05     5.58213E-01    -2.82806E-03    -1.26400E+00    -2.90048E+01
           T     6.55000E+01     3.23798E-04     7.69552E-10     3.75004E-01     9.07398E-02     2.36462E-05     5.56507E-01    -2.74946E-03    -1.26400E+00    -2.90048E+01
           T     6.65000E+01     3.51025E-04     8.20038E-10     3.81509E-01     8.66304E-02     2.21904E-05     5.54792E-01    -2.67017E-03    -1.26400E+00    -2.90048E+01
           T     6.75000E+01     3.81287E-04     8.75756E-10     3.88033E-01     8.25061E-02     2.07786E-05     5.53066E-01    -2.59018E-03    -1.26400E+00    -2.90048E+01
           T     6.85000E+01     4.15075E-04     9.37552E-10     3.94577E-01     7.83675E-02     1.94091E-05     5.51331E-01    -2.50949E-03    -1.26400E+00    -2.90048E+01
           T     6.95000E+01     4.52993E-04     1.00646E-09     4.01137E-01     7.42154E-02     1.80801E-05     5.49586E-01    -2.42809E-03    -1.26400E+00    -2.90048E+01
           T     7.05000E+01     4.95787E-04     1.08378E-09     4.07713E-01     7.00508E-02     1.67903E-05     5.47831E-01    -2.34596E-03    -1.26400E+00    -2.90048E+01
           T     7.15000E+01     5.44388E-04     1.17110E-09     4.14300E-01     6.58752E-02     1.55384E-05     5.46066E-01    -2.26310E-03    -1.26400E+00    -2.90048E+01
           T     7.25000E+01     5.99975E-04     1.27045E-09     4.20896E-01     6.16904E-02     1.43233E-05     5.44291E-01    -2.17951E-03    -1.26400E+00    -2.90048E+01
           T     7.35000E+01     6.64055E-04     1.38443E-09     4.27496E-01     5.74990E-02     1.31440E-05     5.42507E-01    -2.09519E-03    -1.26400E+00    -2.90048E+01
           T     7.45000E+01     7.38584E-04     1.51642E-09     4.34092E-01     5.33045E-02     1.20000E-05     5.40713E-01    -2.01015E-03    -1.26400E+00    -2.90048E+01
           T     7.55000E+01     8.26140E-04     1.67084E-09     4.40676E-01     4.91118E-02     1.08910E-05     5.38911E-01    -1.92440E-03    -1.26400E+00    -2.90048E+01
           T     7.65000E+01     9.30169E-04     1.85364E-09     4.47235E-01     4.49273E-02     9.81690E-06     5.37100E-01    -1.83797E-03    -1.26400E+00    -2.90048E+01
           T     7.75000E+01     1.05536E-03     2.07292E-09     4.53752E-01     4.07603E-02     8.77846E-06     5.35282E-01    -1.75090E-03    -1.26400E+00    -2.90048E+01
           T     7.85000E+01     1.20820E-03     2.33985E-09     4.60203E-01     3.66236E-02     7.77700E-06     5.33458E-01    -1.66327E-03    -1.26400E+00    -2.90048E+01
           T     7.95000E+01     1.39779E-03     2.67018E-09     4.66553E-01     3.25357E-02     6.81490E-06     5.31631E-01    -1.57518E-03    -1.26400E+00    -2.90048E+01
           T     8.05000E+01     1.63709E-03     3.08630E-09     4.72753E-01     2.85230E-02     5.89605E-06     5.29805E-01    -1.48680E-03    -1.26400E+00    -2.90048E+01
           T     8.15000E+01     1.94461E-03     3.62027E-09     4.78731E-01     2.46236E-02     5.02643E-06     5.27983E-01    -1.39837E-03    -1.26400E+00    -2.90048E+01
           T     8.25000E+01     2.34647E-03     4.31739E-09     4.84387E-01     2.08916E-02     4.21481E-06     5.26175E-01    -1.31027E-03    -1.26400E+00    -2.90048E+01
           T     8.35000E+01     2.87800E-03     5.23917E-09     4.89585E-01     1.74007E-02     3.47326E-06     5.24390E-01    -1.22300E-03    -1.26400E+00    -2.90048E+01
           T     8.45000E+01     3.58239E-03     6.46115E-09     4.94155E-01     1.42414E-02     2.81637E-06     5.22640E-01    -1.13719E-03    -1.26400E+00    -2.90048E+01
           T     8.55000E+01     4.50251E-03     8.05912E-09     4.97928E-01     1.15048E-02     2.25794E-06     5.20940E-01    -1.05353E-03    -1.26400E+00    -2.90048E+01
           T     8.65000E+01     5.66512E-03     1.00820E-08     5.00798E-01     9.24944E-03     1.80490E-06     5.19298E-01    -9.72478E-04    -1.26400E+00    -2.90048E+01
           T     8.75000E+01     7.06717E-03     1.25279E-08     5.02769E-01     7.47294E-03     1.45252E-06     5.17716E-01    -8.94125E-04    -1.26400E+00    -2.90048E+01
           T     8.85000E+01     8.67754E-03     1.53463E-08     5.03956E-01     6.11489E-03     1.18576E-06     5.16187E-01    -8.18154E-04    -1.26400E+00    -2.90048E+01
           T     8.95000E+01     1.04524E-02     1.84645E-08     5.04523E-01     5.08796E-03     9.85515E-07     5.14699E-01    -7.44051E-04    -1.26400E+00    -2.90048E+01
           T     9.05000E+01     1.23499E-02     2.18120E-08     5.04626E-01     4.30800E-03     8.34267E-07     5.13243E-01    -6.71302E-04    -1.26400E+00    -2.90048E+01
           T     9.15000E+01     1.43366E-02     2.53324E-08     5.04394E-01     3.70760E-03     7.18328E-07     5.11810E-01    -5.99490E-04    -1.26400E+00    -2.90048E+01
           T     9.25000E+01     1.63880E-02     2.89846E-08     5.03918E-01     3.23737E-03     6.27817E-07     5.10393E-01    -5.28304E-04    -1.26400E+00    -2.90048E+01
           T     9.35000E+01     1.84868E-02     3.27391E-08     5.03263E-01     2.86238E-03     5.55818E-07     5.08988E-01    -4.57526E-04    -1.26400E+00    -2.90048E+01
           T     9.45000E+01     2.06209E-02     3.65757E-08     5.02475E-01     2.55813E-03     4.97517E-07     5.07592E-01    -3.87002E-04    -1.26400E+00    -2.90048E+01
           T     9.55000E+01     2.27816E-02     4.04797E-08     5.01588E-01     2.30733E-03     4.49534E-07     5.06203E-01    -3.16622E-04    -1.26400E+00    -2.90048E+01
           T     9.65000E+01     2.49629E-02     4.44411E-08     5.00623E-01     2.09762E-03     4.09464E-07     5.04819E-01    -2.46307E-04    -1.26400E+00    -2.90048E+01
           T     9.75000E+01     2.71603E-02     4.84523E-08     4.99598E-01     1.92002E-03     3.75566E-07     5.03438E-01    -1.76002E-04    -1.26400E+00    -2.90048E+01
           T     9.85000E+01     2.93705E-02     5.25079E-08     4.98525E-01     1.76792E-03     3.46557E-07     5.02061E-01    -1.05664E-04    -1.26400E+00    -2.90048E+01
           T     9.95000E+01     3.15911E-02     5.66039E-08     4.97414E-01     1.63633E-03     3.21480E-07     5.00687E-01    -3.52598E-05    -1.26400E+00    -2.90048E+01
           T     1.00000E+02     3.27046E-02     5.86662E-08     4.96846E-01     1.57701E-03     3.10179E-07     5.00000E-01     0.00000E+00    -1.26400E+00    -2.90048E+01
           T     0.00000E+00     3.03313E-08     3.97965E-12     6.79277E-03     3.17836E-01     4.57252E-03     6.47036E-01    -6.61975E-03    -1.27200E+00    -2.92332E+01
           T     5.00000E-01     3.69276E-08     4.39178E-12     7.49395E-03     3.17739E-01     4.14343E-03     6.47115E-01    -6.62288E-03    -1.27200E+00    -2.92332E+01
           T     1.50000E+00     5.61677E-08     5.42031E-12     9.23556E-03     3.17278E-01     3.35719E-03     6.47148E-01    -6.62417E-03    -1.27200E+00    -2.92332E+01
           T     2.50000E+00     8.75881E-08     6.77815E-12     1.15169E-02     3.16390E-01     2.68466E-03     6.46982E-01    -6.61757E-03    -1.27200E+00    -2.92332E+01
           T     3.50000E+00     1.37509E-07     8.51119E-12     1.43992E-02     3.15028E-01     2.13801E-03     6.46594E-01    -6.60219E-03    -1.27200E+00    -2.92332E+01
           T     4.50000E+00     2.12941E-07     1.06222E-11     1.78667E-02     3.13206E-01     1.71311E-03     6.45991E-01    -6.57824E-03    -1.27200E+00    -2.92332E+01
           T     5.50000E+00     3.20328E-07     1.30745E-11     2.18358E-02     3.10988E-01     1.39179E-03     6.45204E-01    -6.54693E-03    -1.27200E+00    -2.92332E+01
           T     6.50000E+00     4.64845E-07     1.58144E-11     2.61972E-02     3.08463E-01     1.15066E-03     6.44273E-01    -6.50985E-03    -1.27200E+00    -2.92332E+01
           T     7.50000E+00     6.50458E-07     1.87913E-11     3.08506E-02     3.05708E-01     9.68376E-04     6.43235E-01    -6.46844E-03    -1.27200E+00    -2.92332E+01
           T     8.50000E+00     8.80303E-07     2.19659E-11     3.57178E-02     3.02786E-01     8.28422E-04     6.42118E-01    -6.42383E-03    -1.27200E+00    -2.92332E+01
           T     9.50000E+00     1.15705E-06     2.53106E-11     4.07427E-02     2.99741E-01     7.18947E-04     6.40944E-01    -6.37683E-03    -1.27200E+00    -2.92332E+01
           T     1.05000E+01     1.48315E-06     2.88074E-11     4.58862E-02     2.96605E-01     6.31678E-04     6.39727E-01    -6.32801E-03    -1.27200E+00    -2.92332E+01
           T     1.15000E+01     1.86098E-06     3.24446E-11     5.11209E-02     2.93397E-01     5.60864E-04     6.38477E-01    -6.27777E-03    -1.27200E+00    -2.92332E+01
           T     1.25000E+01     2.29291E-06     3.62154E-11     5.64278E-02     2.90135E-01     5.02466E-04     6.37200E-01    -6.22638E-03    -1.27200E+00    -2.92332E+01
           T     1.35000E+01     2.78138E-06     4.01162E-11     6.17932E-02     2.86828E-01     4.53608E-04     6.35902E-01    -6.17403E-03    -1.27200E+00    -2.92332E+01
           T     1.45000E+01     3.32892E-06     4.41456E-11     6.72072E-02     2.83484E-01     4.12204E-04     6.34587E-01    -6.12086E-03    -1.27200E+00    -2.92332E+01
           T     1.55000E+01     3.93819E-06     4.83042E-11     7.26628E-02     2.80109E-01     3.76717E-04     6.33257E-01    -6.06698E-03    -1.27200E+00    -2.92332E+01
           T     1.65000E+01     4.61197E-06     5.25937E-11     7.81544E-02     2.76707E-01     3.45992E-04     6.31914E-01    -6.01247E-03    -1.27200E+00    -2.92332E+01
           T     1.75000E+01     5.35319E-06     5.70166E-11     8.36780E-02     2.73281E-01     3.19153E-04     6.30560E-01    -5.95737E-03    -1.27200E+00    -2.92332E+01
           T     1.85000E+01     6.16495E-06     6.15767E-11     8.92305E-02     2.69834E-01     2.95518E-04     6.29195E-01    -5.90174E-03    -1.27200E+00    -2.92332E+01
           T     1.95000E+01     7.05054E-06     6.62780E-11     9.48096E-02     2.66368E-01     2.74556E-04     6.27821E-01    -5.84561E-03    -1.27200E+00    -2.92332E+01
           T     2.05000E+01     8.01342E-06     7.11257E-11     1.00413E-01     2.62885E-01     2.55843E-04     6.26438E-01    -5.78900E-03    -1.27200E+00    -2.92332E+01
           T     2.15000E+01     9.05729E-06     7.61250E-11     1.06040E-01     2.59384E-01     2.39041E-04     6.25048E-01    -5.73193E-03    -1.27200E+00    -2.92332E+01
           T     2.25000E+01     1.01861E-05     8.12822E-11     1.11689E-01     2.55868E-01     2.23875E-04     6.23649E-01    -5.67442E-03    -1.27200E+00    -2.92332E+01
           T     2.35000E+01     1.14039E-05     8.66038E-11     1.17359E-01     2.52337E-01     2.10118E-04     6.22244E-01    -5.61647E-03    -1.27200E+00    -2.92332E+01
           T     2.45000E+01     1.27153E-05     9.20970E-11     1.23050E-01     2.48792E-01     1.97585E-04     6.20831E-01    -5.55810E-03    -1.27200E+00    -2.92332E+01
           T     2.55000E+01     1.41249E-05     9.77697E-11     1.28760E-01     2.45232E-01     1.86121E-04     6.19411E-01    -5.49931E-03    -1.27200E+00    -2.92332E+01
           T     2.65000E+01     1.56378E-05     1.03630E-10     1.34490E-01     2.41659E-01     1.75595E-04     6.17984E-01    -5.44011E-03    -1.27200E+00    -2.92332E+01
           T     2.75000E+01     1.72595E-05     1.09688E-10     1.40239E-01     2.38073E-01     1.65898E-04     6.16551E-01    -5.38049E-03    -1.27200E+00    -2.92332E+01
           T     2.85000E+01     1.89955E-05     1.15952E-10     1.46007E-01     2.34474E-01     1.56936E-04     6.15112E-01    -5.32046E-03    -1.27200E+00    -2.92332E+01
           T     2.95000E+01     2.08522E-05     1.22433E-10     1.51793E-01     2.30862E-01     1.48628E-04     6.13666E-01    -5.26002E-03    -1.27200E+00    -2.92332E+01
           T     3.05000E+01     2.28361E-05     1.29143E-10     1.57598E-01     2.27237E-01     1.40906E-04     6.12213E-01    -5.19918E-03    -1.27200E+00    -2.92332E+01
           T     3.15000E+01     2.49544E-05     1.36094E-10     1.63421E-01     2.23600E-01     1.33709E-04     6.10754E-01    -5.13792E-03    -1.27200E+00    -2.92332E+01
           T     3.25000E+01     2.72146E-05     1.43298E-10     1.69263E-01     2.19950E-01     1.26987E-04     6.09289E-01    -5.07624E-03    -1.27200E+00    -2.92332E+01
           T     3.35000E+01     2.96250E-05     1.50770E-10     1.75124E-01     2.16287E-01     1.20694E-04     6.07818E-01    -5.01415E-03    -1.27200E+00    -2.92332E+01
           T     3.45000E+01     3.21945E-05     1.58525E-10     1.81002E-01     2.12611E-01     1.14790E-04     6.06340E-01    -4.95164E-03    -1.27200E+00    -2.92332E+01
           T     3.55000E+01     3.49324E-05     1.66579E-10     1.86899E-01     2.08923E-01     1.09239E-04     6.04856E-01    -4.88870E-03    -1.27200E+00    -2.92332E+01
           T     3.65000E+01     3.78492E-05     1.74951E-10     1.92815E-01     2.05223E-01     1.04012E-04     6.03365E-01    -4.82533E-03    -1.27200E+00    -2.92332E+01
           T     3.75000E+01     4.09560E-05     1.83659E-10     1.98750E-01     2.01509E-01     9.90807E-05     6.01868E-01    -4.76154E-03    -1.27200E+00    -2.92332E+01
           T     3.85000E+01     4.42648E-05     1.92724E-10     2.04703E-01     1.97783E-01     9.44203E-05     6.00364E-01    -4.69730E-03    -1.27200E+00    -2.92332E+01
           T     3.95000E+01     4.77889E-05     2.02168E-10     2.10675E-01     1.94044E-01     9.00092E-05     5.98854E-01    -4.63262E-03    -1.27200E+00    -2.92332E+01
           T     4.05000E+01     5.15423E-05     2.12017E-10     2.16667E-01     1.90292E-01     8.58279E-05     5.97337E-01    -4.56749E-03    -1.27200E+00    -2.92332E+01
           T     4.15000E+01     5.55406E-05     2.22298E-10     2.22677E-01     1.86527E-01     8.18588E-05     5.95813E-01    -4.50191E-03    -1.27200E+00    -2.92332E+01
           T     4.25000E+01     5.98008E-05     2.33038E-10     2.28708E-01     1.82748E-01     7.80860E-05     5.94283E-01    -4.43587E-03    -1.27200E+00    -2.92332E+01
           T     4.35000E+01     6.43414E-05     2.44271E-10     2.34757E-01     1.78957E-01     7.44953E-05     5.92745E-01    -4.36936E-03    -1.27200E+00    -2.92332E+01
           T     4.45000E+01     6.91826E-05     2.56030E-10     2.40827E-01     1.75151E-01     7.10736E-05     5.91201E-01    -4.30237E-03    -1.27200E+00    -2.92332E+01
           T     4.55000E+01     7.43467E-05     2.68356E-10     2.46917E-01     1.71333E-01     6.78093E-05     5.89650E-01    -4.23491E-03    -1.27200E+00    -2.92332E+01
           T     4.65000E+01     7.98581E-05     2.81289E-10     2.53027E-01     1.67500E-01     6.46916E-05     5.88091E-01    -4.16695E-03    -1.27200E+00    -2.92332E+01
           T     4.75000E+01     8.57438E-05     2.94876E-10     2.59157E-01     1.63653E-01     6.17108E-05     5.86526E-01    -4.09850E-03    -1.27200E+00    -2.92332E+01
           T     4.85000E+01     9.20336E-05     3.09168E-10     2.65309E-01     1.59793E-01     5.88580E-05     5.84953E-01    -4.02954E-03    -1.27200E+00    -2.92332E+01
           T     4.95000E+01     9.87605E-05     3.24223E-10     2.71481E-01     1.55918E-01     5.61250E-05     5.83372E-01    -3.96007E-03    -1.27200E+00    -2.92332E+01
           T     5.05000E+01     1.05961E-04     3.40104E-10     2.77674E-01     1.52028E-01     5.35043E-05     5.81784E-01    -3.89007E-03    -1.27200E+00    -2.92332E+01
